Mouse gene name	Gene name
	SNHG32
	
	
	HLA-P
	HSPA1L
	HLA-DQB3
	TRIM27
	CDC42EP5
	
	KIR3DL1
	MUC20
	VSTM1
	
	MBOAT7
	MRPS16P3
	CNOT3
	APOL5
	LINC02829
	HLA-Z
	HLA-K
	OR11A1
	RBFOX2
	PPT2
	KANSL1-AS1
	
	
	
	
	
	MUC20-OT1
	MICG
	PPIAP9
	
	RPL7AP7
	
	SAPCD1
	
	OR2J3
	LRRC37A
	
	DDX39B-AS1
	U6
	U6
	SDHAP2
	HLA-DQB1-AS1
	RPL3P2
	HLA-A
	MUC20-OT1
	TAP1
	LINC01238
	
	
	LINC01880
	
	
	IGLV7-35
	HLA-DRB2
	NCR3
	LENG1
	ARL17B
	EGFL8
	
	LAIR1
	HLA-DMB
	KIR2DL1
	LRRC37A3
	MDC1-AS1
	DDX6P1
	RNF39
	MSH5
	LILRA1
	
	LILRA6
	TRIM39
	MDC1-AS1
	UBD
	PPIAP9
	LTB
	PFDN6
	
	APBA1
	MAPT
	RPSAP2
	PPP1R2P1
	
	
	OR10C1
	HLA-N
	HLA-DQB2
	
	BTNL2
	MSH5-SAPCD1
	HLA-DMA
	KIR3DP1
	
	RNU6-164P
	TARM1
	
	VARS1
	SPPL2C
	
	VSTM1
	MAPT-AS1
	CCL4L2
	ARL17B
	
	HLA-DQB1-AS1
	TRIM39
	KRT18P53
	CDK7
	
	
	PPP2R3B
	TRARG1
	NXN
	LTB
	
	TRIM27
	
	YWHAE
	TNXB
	
	MUC4
	
	CCL3-AS1
	
	MUC20
	VARS1
	TBC1D3I
	MCCD1P1
	HLA-T
	SDHAP2
	BAG6
	FABP5P13
	
	ABR
	NSF
	
	MUC4
	ARMC10
	CUTA
	OSCAR
	RPL23AP95
	DPY19L2P2
	
	SAPCD1-AS1
	
	RXRB
	UBDP1
	HLA-DPB2
	RNF5
	MAPK8IP1P1
	U6
	TFPT
	CCL3L3
	RDM1P2
	
	CDC42EP5
	NSFP1
	NAPEPLD
	STH
	
	EHMT2
	
	KIR3DP1
	
	LSM2
	TBC1D3B
	
	
	TAF4
	5S_rRNA
	Metazoa_SRP
	Metazoa_SRP
	Metazoa_SRP
	LAIR2
	RNF39
	NCR1
	LINC02210-CRHR1
Ighv3-1	
Ighv3-3	
Ighv3-6	
Ighv3-4	
Ighv12-3	
Ighv3-8	
Ighv3-5	
	
	RING1
	
	
	
	CCL18
	HLA-E
	KCNQ1
	TC2N
	CDH4
	
	CCL4L2
	RDH13
	KCNQ1-AS1
	NAP1L4
	TUBB
	OR2H1
	GTF2H2
	NLRP2
	CLIC1
	MUC6
	PTMAP1
	TRIM31
	HSPA1A
	RDH13
	EGFL8
	
	CRYZP1
	LINC01556
	GP6
	OR2G1P
	KRT18P1
	OR2J3
	HLA-A
	MUC2
	LY6G6C
	
	
	
	TBC1D3B
	
	
	LINC02825
	
	
	HLA-U
	RPP21
	HCG27
	
	
	FCAR
	COL11A2P1
	TRIM10
	
	RPS26P8
	KANSL1
	TUBB
	LINC02688
	NDUFA3
	CATSPERB
	NLRP7
	AP2A2
	
	SAPCD1
	KIR2DL3
	ZNRD1ASP
	ATP9B
	LINC01556
	SALL3
	OR2J4P
	OR2U1P
	HLA-DQB3
	NPIPA5
	OR2J2
	CCL3
	LILRA1
	NOMO1
	RPL3P2
	DHX16
	LINC01896
	TSBP1
	
	CCL3L3
	GAPDHP26
	BAAT
	MAPK15
	
	
	HLA-V
	
	FYTTD1P1
	TRMT112P4
	CEP170
	TMPOP1
	
	
	PLPPR1
	MDC1
	CCL4
	TSBP1
	POLR3GP1
	
	
	
	Y_RNA
	Y_RNA
	RN7SL301P
	LRRC37A2
	Metazoa_SRP
	WNT3
	
	MICC
	NANOGP7
	HLA-DMB
	U3
	RNU6-1025P
	
	
	NLRP7
	
	LINC00685
	FABP5P13
	KRT18P53
	FAM83H
	
	
	PPP2R3B
	
	TIMM22
	LINC02878
	LYPLA2P1
	HLA-DPA2
	Metazoa_SRP
	HLA-T
	TRIM40
	GFUS
	TRIM15
	
	MAP3K14
	Metazoa_SRP
	5S_rRNA
	Y_RNA
	Metazoa_SRP
	Metazoa_SRP
	MAS1LP1
	GNL1
	
	LINC00588
	
	
	
	LINC01606
	TSEN34
	Metazoa_SRP
	
	ZNF251
	RPL23AP1
	U6
	
	GTF2H4
	
	DLGAP2-AS1
	DLGAP2
	MCCD1P2
	PSMB8
	
	
	TAS2R20
	
	
	SMIM10L1
	LAIR2
	
	TAS2R30
	PRB1
	LILRB1-AS1
	CLN8
	LILRB3
	BRD2
	CDKN1C
	TAS2R50
	TAS2R19
	PRB3
	
	CCL23
	CARS1-AS1
	KIR2DP1
	
	COX6CP18
	
	SLC22A18
	TAS2R42
	TAS2R64P
	TAS2R9
Slc6a8	
	MCCC2
	PRH2
	
	
	
	OR12D1
	WASF5P
	LENG9
	GPI
	C6orf47-AS1
	PUF60
	NLRP2
	DDAH2
	CCL3-AS1
	HCG18
	
	AKT3
	TAS2R7
	
	Y_RNA
	TBC1D3G
	
	ETF1P1
	
	HLA-P
Ighv1-59	
Ighv1-18	
Ighv1-5	
Ighv1-23	
Ighv1-78	
Ighv1-4	
Ighv1-19	
Ighv1-74	
Ighv1-36	
Ighv15-2	
Ighv1-85	
Ighv1-22	
Ighv1-75	
Ighv1-67	
Ighv1-9	
Ighv14-1	
Ighv1-7	
Ighv14-2	
Ighv1-69	
Ighv1-55	
Ighv1-50	
Ighv1-15	
Ighv1-53	
Ighv1-11	
Ighv1-24	
Ighv1-82	
Ighv1-84	
Ighv1-56	
Ighv1-64	
Ighv1-62-1	
Ighv1-62-3	
Ighv1-62-2	
Ighv1-61	
Ighv1-54	
Ighv1-31	
Ighv14-3	
Ighv1-26	
Ighv1-66	
Ighv1-77	
Ighv1-43	
Ighv1-76	
Ighv1-80	
Ighv1-81	
Ighv1-37	
Ighv1-42	
Ighv1-52	
Ighv14-4	
Ighv1-58	
Ighv1-20	
Ighv1-71	
Ighv1-34	
Ighv1-39	
Ighv1-47	
Ighv1-16	
Ighv1-63	
Ighv1-49	
Ighv1-12	
Ighv1-72	
	PRR4
Ighv7-4	
Ighv7-2	
Ighv7-1	
Ighv7-3	
	GPR53P
	
	DDR1-DT
	
	BRD2
	
	
	
	RRN3
	LINC02536
	CHCHD2P2
	PTPRK-AS1
	
	MSH5
	MRPS17P5
	
	GTF2H2C_2
	IGHA2
	
	
	PTPRK
	TAS2R31
	IGHD4-17
	TAS2R8
	IGHEP1
	TAS2R13
	IGHG3
	PRB4
	IGHJ5
	ATP6V1G1P1
	IGHD1-26
	IGHD7-27
	
	TAS2R43
	
	IGHV3-11
	PRH1
	IGHD3-3
	IGHD3-22
	IGHD6-19
	
	
	IGHJ1
	CCL16
	RPL15P4
	IGHJ2
	PSORS1C2
	SLC22A18AS
	IGHV3-20
	
	IGHE
	NOP56P1
	TAS2R10
	
	IGHV1-24
	
	VARS1
	RN7SKP117
	TAS2R14
	
	KCNQ1DN
	IGHJ3P
	FAM30A
	TAS2R15P
	
	U1
	SNORA54
	TAS2R63P
	TAS2R46
	KIR3DL3
	ELK2BP
	IGHA1
	DDX52
	LINC01238
	
	
	VSTM1
	
	IGHD1-14
	
	IGHV1-3
	LINC01880
	IGHVIII-38-1
	IGHV7-34-1
	IGHV4-34
	
	IGHGP
	
	IGHM
	IGHV4-39
	LINC01347
	IGHG1
	
	SDCCAG8
	LY6L
	LY6H
	HLA-F
	GARRE1
	LILRB4
	GLIS2
	COL11A2P1
	IGHV3-33
	MICC
	
	IGHD6-25
	HTATSF1P1
	IGHD2-8
	TRIM40
	IGHVIII-47-1
	IGHV3-21
	IGHV1-17
	
	
	IGHD6-6
	VASN
	IGHD
	IGHV1-12
	IGHD2-21
	CORO7-PAM16
	IGHD5-12
	SLC20A1P2
	LST1
	IGHJ6
	ZDHHC20P1
	IGHV1-45
	IER3
	IGHV3-50
	IGHV4-28
	IGHV3-53
	IGHD4-23
	IGHG4
	C8orf31
	HLA-H
	
	LINC01015
	FKBPL
	MDC1
	IGHJ2P
	IGHV1-68
	
	IGHVIII-22-2
	IGHVII-40-1
	RPL12P1
	IGHV3-54
	TMPOP1
	GNL1
	IGHJ3
	RPS18
	IGHV3-16
	CUBNP2
	IGHJ4
	
	MARCHF8
	
	IGHJ1P
	IGHV7-56
	IGHV3-13
	CYP21A1P
	PARN
	IGHV1-18
	
	
	
	
	OR6D1P
	TBC1D3K
	IGHVIII-25-1
	OR5V1
	OR14J1
	IGHD3-9
	
	LY6E
	
	IGHVIII-2-1
	ANKRD30BP3
	IGHVII-74-1
	
	AIF1
	OR12D2
	OR13A1
	IGHVII-15-1
	IGHVII-44-2
	IGHV3-19
	ADAM6
	
	HLA-H
	OR12D3
	PPIAP9
	MCCD1P1
	LINC01623
	ALOX5
	TRIM31-AS1
	TNF
	
	IGHD1-20
	
	IGHVIII-11-1
	RPS18
	IGHVIII-5-1
	IGHVIII-13-1
	IGHV1-2
	ERMARD
	
	GLIS2-AS1
	IGHVIII-67-3
	IGHV3-30-2
	HOMER2P2
	IGHD5-24
	U2
	IGHD2-15
	
	IGHV3-64
	NMRAL1
	IGHV3-65
	IGHV3-35
	IGHVII-22-1
	ELK2AP
	IGHV3-15
	PPP1R11
	LINC01347
	IGHV5-51
	
	RNU6-747P
	
	IGHVII-46-1
	
	IGHV3-42
	IGHV3-6
	IGHV3-7
	LAIR1
	IGHV2-26
	IGHV4-55
	IGHD5-5
	TRIM26
	IGHD4-4
	IGHD3-10
	IGHVII-67-1
	IGHV7-27
	IGHV3-41
	IGHVII-62-1
	IGHVIII-5-2
	IGHV4-59
	IGHV3-33-2
	IGHV2-70
	IGHVIII-76-1
	IGHV3-43
	
	KIR3DL2
	IGHV3-66
	HLA-W
	IGHD3-16
	IGHVII-53-1
	HLA-DPB1
	IGHV3-22
	IGHV3-72
	HMGB1P24
	LHX1-DT
	
	IGHV3-48
	
	IGHV7-40
	TRIM40
	IGHV3-69-1
	
	RPS27P14
	IGHV1-69D
	IGHV3-29
	IGHV3-36
	LYZL6
	IGHV1-58
	MARVELD2
	IGHV2-5
	PPP1R2P1
	HLA-P
	IGHV3-47
	TRIM39
	IGHVIII-44
	IGHV8-51-1
	OR5V1
	OR2B3
	IGHV3-57
	LY6G5C
	UBD
	IGHV3-63
	NOP56P1
	IGHVIII-26-1
	
	HLA-DOA
	
	
	IGHVII-30-1
	PSMB8-AS1
	IGHD1-1
	IGHV6-1
	IGHV3-60
	IGHV3-38
	IGHV3-73
	IGHV4-61
	IGHD5-18
	MRPL45
	IGHVII-51-2
	IGHD6-13
	GRK1
	IGHV3-74
	KRT18P1
	OR2W1
	IGHV3-25
	HCG15
	IGHVII-65-1
	HLA-Z
	IGHV3-75
	DHFRP2
	IGHV2-70D
	ZNF311
	TMEM255B
	CLIC1
	LINC00552
	
	IGHD1-7
	HLA-DPB2
	IGHVII-33-1
	IGHV3-37
	IGHVII-26-2
	IGHV3-62
	LY6G6F
	
	ATP5MC1P1
	IGHV1-67
	IGHVII-1-1
	PSORS1C3
	IGHD2-2
	HOMER2P1
	IGHVIV-44-1
	IGHD4-11
	HLA-DRB7
	IGHV1-69-2
	HLA-P
	IGHV3-30
	IGHVIII-67-4
	IGHV4-4
	HLA-L
	IGHG2
	ZNF70P1
	HMOX2
	DDX39BP1
	HLA-DRB1
	TBC1D3L
	AGER
	OR2G1P
	HLA-DRA
	OR2J2
	IGHV3-71
	IGHV1-69
	IFITM4P
	IGHV3-52
	TNXB
	IGHV3-49
	LY6E-DT
	COPDA1
	IGHV3-76
	IGHVII-49-1
	IGHV1-46
	AK3P2
	SLC20A1P1
	RNU6-1207P
	IGHVII-60-1
	IGHV5-78
	IGHV3-23
	IGHVIII-67-2
	IGHV1-14
	5S_rRNA
	BDP1
	OR2U1P
	TMC4
	HCG27
	HCG4
	RPL15P4
	HCG15
	
	ABHD16A
	PPT2
	GNL1
	ACACA
	HLA-DMA
	NAPRT
	
	
	HLA-P
	
	
	
	PLA2G10
	
	IGKV1OR2-118
	HCG4
	HSPA1A
	TNXB
	
	MCCD1P1
	POLR1H
	LY6G6E
	KIR2DL4
	TRIM31-AS1
	HCG22
	CFB
	LINC00242
	LINC00574
	
	SAR1AP1
	
	RPL7P4
	GPR53P
	DYNLT2
	ABCF1
	CCDC166
	ZNF707
	OCLN
	
	PKD1P3
	OR11A1
	TMEM183AP1
	DDAH2
	
	ADAM2
	GPR53P
	MBOAT7
	RPL3P2
	HLA-L
	DDAH2
	
	CEP20
	
	TRIM31
	SERF1B
	DUX4L9
	
	TUBB7P
	
	FRG2
	EHMT2
	LILRB4
	FRG1-DT
	
	
	FRG1
	CCDC125
	HLA-DPA3
	
	HCG15
	PAIP1P1
	NFKBIL1
	GAL3ST2
	RPL15P20
	ABCC6P2
	NEU4
	
	PDXDC1
	TCF19
	LINC01596
	RNU1-51P
	5S_rRNA
	5S_rRNA
	PAM16
	KIR3DL1
	DDX6P1
	HCG25
	MOG
	
	DDX6P1
	TRIM15
	ABCF1
	NAIPP4
	HSPA1B
	PRRT1
	HLA-H
	
	
	LTA
	LINC02197
	
	
	
	HMGN1P12
	
	CFL1P5
	RPL13P
	AK6
	CSNK2B
	
	AIF1
	HLA-DQB1-AS1
	DNAJA3
	
	MPIG6B
	TIGD5
	
	ZNF623
	
	MROH6
	
	
	SMN2
	LINC01237
	
	
	
	FAM240C
	RTP5
	PDCD1
	HLA-H
	DDX39BP2
	SCRIB
	GABBR1
	
	ADAM9
	
	HLA-U
	
	GABBR1
	TSEN34
	MRPS36
	CDIP1
	
	LILRP1
	
	
	CDH12P4
	CNOT3
	
	ADAM32
	PMCHL2
	SLC39A7
	
	Metazoa_SRP
	U6
	
	OR2J1
	OR2P1P
	WASF5P
	HLA-K
	
	
	KIR2DS4
	
	MPIG6B
	LINC00308
	RNU4-45P
	RPS9
	
	THEMIS
	MICB
	HLA-DPA3
	HNRNPA1P2
	PRR3
	SLC44A4
	LINC02569
	CORO7
	LILRB3
	HLA-G
	OR2U2P
	MICD
	HLA-A
	
	C6orf47-AS1
	HLA-DMA
	TNF
	HLA-Z
	HCG4
	PBX2
	KIR2DL3
	LENG8-AS1
	LENG9
	DDX39BP1
	LILRA2
	TRIM26
	
	
	DHX16
	ADAM18
	HCG4
	COL11A2
	AGER
	SPACA7
	PKD1P1
	RN7SKP175
	ABCC6
	TUBGCP3
	LINC01070
	LINC01043
	LINC01044
	HLA-DOA
	LY6G5B
	SUCLA2P1
	HLA-DRB1
	HCG15
	KRT18P1
	HLA-DPA1
	
	CCHCR1
	TTYH1
	
	RPL3P10
	
	CYB5AP3
	SERPINA1
	
	BAG6
	LILRP1
	LILRP2
	TARM1
	OR2T4
	OR2T2
	VSTM1
	OR2T1
	
	OR2T6
	OR2T7
	RPP21
	OR2T3
	OR2T5
	
	MPV17L
	C6orf136
	EHMT2
	OSCAR
	
	NTAN1
	AGPAT1
	PRIMA1
	MRPS18B
	NDUFA3
	IFI27
	RXRB
	OSCAR
	
	RPL7AP7
	LY6G6C
	MYO19
	
	UBD
	RDH13
	RPL13AP
	
	ZNF311
	NPIPA3
	U6
	PPP4R4
	U6
	TFPT
	TSPY24P
	ZNF92P1Y
	VDAC1P6
	RBMY3AP
	FLOT1
	RFTN1P1
	
	SERBP1P2
	TSPY12P
	
	
	DUX4L19
	
	
	
	TTTY12
	
	LENG8
	MOG
	BMERB1
	PTMAP1
	RBMY1A3P
	
	TTTY7B
	ZDHHC20P1
	VPS52
	
	OFD1P3Y
	RBMY2HP
	
	TOMM22P1
	GYG2P1
	GP6
	
	TTTY6
	ELOCP35
	SLC9B1P1
	
	LINC00265-3P
	USP12PY
	CSPG4P1Y
	
	USP9YP31
	TTTY23
	KDM5DP1
	TTTY7
	MOAP1
	LINC00266-4P
	LINC00279
	TMEM251
	BFAR
	SERPINA6
	DUX4L17
	TSPY4
	KIR2DL4
	FAM181A-AS1
	POLR1H
	
	BTBD7
	
	
	PKD1P6
	MTCO2P32
	
	PRY
	LPCAT1
	LY6G5B
	PPP1R12BP2
	TSPY18P
	
	PCMTD1P1
	REREP1Y
	
	TTTY3B
	CCNQP2
	OFD1P18Y
	HSFY7P
	HLA-S
	RBMY2YP
	NDE1
	KIFC1
	USP9YP18
	USP9YP26
	TMEM167AP1
	TRAPPC2P9
	GPR143P
	
	RBMY1HP
	KIR2DL1
	EIF4A1P2
	ZNF736P6Y
	TUSC2P1
	RBMY2AP
	
	FAM197Y5
	LILRA3
	TTTY2B
	
	IFI27L1
	VCY1B
	XKRYP3
	TTTY21
	PUDPP1
	
	TSPY7P
	CLPTM1L
	CDRT15P10
	
	TAPBP
Usp9y	USP9Y
	NCR1
	
	OR2G1P
	MICD
	PRR3
	PPT2
	RPL17P40
	
	MARF1
	UNC79
	HLA-S
	DHFRP2
	HLA-DPB1
	
	PCGF2
	RPL32P1
	TNXB
	HLA-P
	
	PPP1R2P1
	WASF5P
	CDC42EP5
	NOTCH4
	POLR2LP1
	RANP1
	ZBTB12
	HCG22
	
	LILRA1
	TAP2
	BAG6
	CDY3P
	BRD2
	ZNF736P9Y
	TSPY14P
	LINC01511
	LINC00265-2P
	
	PRY2
	
	SLC6A3
	MLLT6
	OFD1P13Y
	ELOCP11
	LILRB5
	TSPY25P
	CDY11P
	
	TPTE2P4
	USP9YP13
	OFD1P8Y
	RNF19BPY
	
	TSPY23P
	HLA-DPA1
	XKRYP5
	FAM197Y2
	TUBB1P2
	CICP1
	DUX4L31
	TSPY13P
	
	FAM197Y6
	ACTR3BP1
	RPS24P1
	RBMY2FP
	USP9YP9
	CSPG4P2Y
	ABCC1
	RBMY2DP
	TTTY1B
	USP9YP3
	RCC2P2
	ZNF736P8Y
	UBE2Q2P5Y
	DNM1P48
	RBMY2OP
	VARS1
	EIF1AY
	UBDP1
	AIF1
	SFTA2
	ZNHIT3
	HLA-DPA1
	HLA-DPA2
	
	RPL35AP4
	
	ATF6B
	
	TARM1
	HSFY4P
	LINC02287
	KRT18P10
	CDY19P
	CCDC197
	NEFLP1
	
	
	TSPY19P
	BPY2
	LILRB1
	COL11A2P1
	
	SUMO2P1
	MTND1P12
	OR2I1P
	USP9YP12
	SERPINA10
	CDY18P
	STSP1
	HLA-A
	
	CTBP2P1
	MTND6P1
	DLGAP5P1
	CDC27P2
	TTTY8B
	PABPC1P5
	
	TSPY22P
	UBR7
	
	
	TRAPPC2P5
	SKIV2L
	CDY14P
	RCC2P1
	SHROOM2P1
	TTTY2
	TRIM60P5Y
	HSFY8P
	TTTY20
	
	USP9YP22
	TTTY18
	
	
	RBMY2QP
	TADA2A
	
	
	PPP1R10
	DUX4L18
	USP9YP11
	USP9YP25
	LINC01149
	
	PNPLA4P1
	TSPY16P
	RBMY2BP
	HLA-F
	NEK4P1
	
	LINC00278
	HLA-DMB
	CDY23P
	
	
	RBMY2GP
	CSPG4P4Y
	CICP2
	ELOCP9
	CYCSP49
	ZNF736P11Y
	FAM197Y7
	
	OFD1P9Y
	
	PRORY
	TUBB
	
	LINC02833
	BPY2DP
	TRAPPC2P4
	ELOCP16
	OFD1P10Y
	RAB9AP3
	
	SERPINA2
	CSPG4P3Y
	RAB9AP2
	USP9YP19
	RBMY2JP
	GOLGA2P3Y
	ITPK1-AS1
	CHEK2P1
	
	RBMY2TP
	ASB2
	
	USP9YP29
Tbl1x	TBL1Y
	TRIM40
	DDX39BP1
	ZFP57
	HLA-A
	HCG4P8
	NPIPA1
	TAP2
	MCCD1
	TRIM27
	OR2H2
	STK19B
	C6orf15
	RGL2
	ITPK1
	AGER
	
	
	NOMO3
	HLA-DOB
	
	
	MRM1
	USP9YP36
	RBMY2UP
	FAM224B
	ZNF886P
	OFD1P11Y
	ELOCP8
	OFD1P16Y
	TTTY25P
	FAM197Y1
	
	
	
	GGNBP2
	REREP2Y
	ASS1P6
	SNX18P1Y
	RBMY2NP
	ZNF90P2
Gm21708	RBMY1E
Gm21704	RBMY1E
Rbmy	RBMY1E
Gm3376	RBMY1E
Gm10352	RBMY1E
Gm21693	RBMY1E
Gm29289	RBMY1E
Gm4064	RBMY1E
Gm21677	RBMY1E
Gm10256	RBMY1E
	BAG6
	HLA-W
	COL11A2
	CCL15
	TTTY1
	
	USP9YP4
	ZNF736P12Y
	
	USP9YP8
	MED14P1
	UBE2Q2P4Y
	HSFY5P
	PIP4K2B
	ZNF885P
	ARSFP1
	
	ZNF736P7Y
	SURF6P1
	XGY1
	
	
	ANKRD20A6P
	
	
	OFD1P15Y
	CDY17P
	TTTY8
	
	RAB9AP1
	ZNF736P4Y
	RBMY2KP
	HSFY6P
	TSPY21P
	OTUB2
	
	CDY15P
	TTTY19
	
	USP9YP20
	TSPY17P
	AATF
	TTTY4
	
	TSPY15P
	XKRYP6
	USP9YP35
	GAPDHP17
	
	ELOCP4
	TTTY23B
	FAM181A
	USP9YP30
	TTTY22
	TSPY11P
	
	TSPY9P
	PPP1R18
	COX8C
	LILRA5
	
	IFI27L2
Dazl	DAZ2
	PRRT1
	CHGA
	TBC1D3H
	
	
	TRIM39
	
	
	
	TMC4
	HLA-DQA1
	CCL4
	RPL7AP7
	PSMB8-AS1
	DDX24
	
	TRIM26
	
	
	C17orf98
	BTNL2
	
	SOCS7
	TMEM183AP1
	HLA-K
	SFTA2
	LENG1
	HLA-C
	LILRP2
	HCG4P8
	PTMAP1
	NELFE
	KIR2DS4
	LILRA4
	EPOP
	LRRC37A9P
	RDM1
	
	LINC01015
	KIR3DL2
	MDC1
	POLR2LP1
	HLA-B
	
	GON7
	RPL7P4
	OR12D3
	SNHG32
	Y_RNA
	RNU6-1258P
	
	MYH11
	HLA-DPA1
	
	U6
	U6
	TMPOP1
	MTCO3P1
	HLA-N
	TRIM31
	UQCRHP1
	HLA-F
	ATAT1
	HLA-DQA2
	MXRA5Y
	DUX4L16
	TSPY10
	
	VWA7
	HEATR9
	RPL32P1
	
	HLA-DQA1
	OR2P1P
	FKBPL
	PAIP1P1
	
	RPL15P4
	LINC02569
	MTCYBP1
	MAS1L
	
	SNX3P1Y
	TCF19
	USP9YP17
	HLA-J
	RAB9AP5
	TTTY17A
	AGPAT5P1
	
	TSPY20P
	FAM41AY1
	SLC16A1
	TTTY6B
	ELOCP15
	LINC00266-2P
	FAM197Y8
	ETF1P1
	LY6G6C
	RPS17P1
	HCG4B
	HLA-Z
	HLA-N
	
	RBMY2CP
	PBX2
	FAM197Y4
	HCG21
	TRIM60P3Y
	
	OR2J3
	MAS1L
	OR2U1P
	PRYP3
	TNF
	HLA-J
	USP9YP21
	MTND1P1
	TTTY4B
	USP9YP33
	PRYP4
	PRR3
	SAPCD1-AS1
	RPL26P37
	LINC02570
	LINC00280
	HLA-DMB
	LY6G5B
	
	PRRC2CP1
	AGKP1
Gm21708	RBMY1A1
Gm21704	RBMY1A1
Rbmy	RBMY1A1
Gm3376	RBMY1A1
Gm10352	RBMY1A1
Gm21693	RBMY1A1
Gm29289	RBMY1A1
Gm4064	RBMY1A1
Gm21677	RBMY1A1
Gm10256	RBMY1A1
	HLA-DQB3
	ZNRD1ASP
	OR2U2P
	HCG9
	SAR1AP1
	ZNF311
	AKR7A2P1
	
	LRIG2-DT
	MUC21
	TRIM40
	DDAH2
	MCCD1P1
	
	UBD
	RPL13AP
	
	PSMB9
	RNF39
	HCG25
	TTTY17C
	TSPY5P
	GPANK1
	ELOCP5
	TRAPPC2P10
	XKRYP4
	CFB
	TTTY3
	ZNF736P10Y
	
	
	CYCSP48
	
	TSPY1
	CCL18
	CDY12P
	
Pcdh11x	PCDH11Y
	LINC02829
	HNF1B
	ETF1P1
	HLA-U
	DDX39B
	MTND2P3
	
	CDY20P
	CDY13P
	NLGN4Y-AS1
	RBMY1KP
Gm21708	RBMY1J
Gm21704	RBMY1J
Rbmy	RBMY1J
Gm3376	RBMY1J
Gm10352	RBMY1J
Gm21693	RBMY1J
Gm29289	RBMY1J
Gm4064	RBMY1J
Gm21677	RBMY1J
Gm10256	RBMY1J
	HLA-DQA2
	HLA-U
	OR12D1
	LINC02829
	HLA-Z
	ABHD16A
	HLA-B
	HCG27
	PSORS1C2
	
	LINC02829
	SERTAD4-AS1
	POU5F1
	HCG25
	SERTAD4
	PSORS1C1
	ZFP57
	GOLGA6L11P
	ST13P19
	TTTY11
	
	OFD1P12Y
	HHAT
	CDY22P
	
	RPS4Y2
	HLA-DQA2
	GPANK1
	
	
	CDY10P
	TTTY21B
	
	ANKRD36P1
	
	OR2J4P
	
	
	MPIG6B
	
	
	DNM1P24
	ARSDP1
Gm21708	RBMY1B
Gm21704	RBMY1B
Rbmy	RBMY1B
Gm3376	RBMY1B
Gm10352	RBMY1B
Gm21693	RBMY1B
Gm29289	RBMY1B
Gm4064	RBMY1B
Gm21677	RBMY1B
Gm10256	RBMY1B
	PIGW
	CCL5
	SRCIN1
	TTTY5
	RBMY2XP
	DDR1
	CDY4P
	
	
	ELOCP17
	
	IER3
	GOLGA6L16P
	CDY1
	
	
	PPP1R10
Gm21708	RBMY1D
Gm21704	RBMY1D
Rbmy	RBMY1D
Gm3376	RBMY1D
Gm10352	RBMY1D
Gm21693	RBMY1D
Gm29289	RBMY1D
Gm4064	RBMY1D
Gm21677	RBMY1D
Gm10256	RBMY1D
	POLR2LP1
	MAS1L
	POU5F1
	
	DAXX
	RNU5A-8P
	GABBR1
	
	BPNT2P1
	GPSM3
	DUSP14
	RBMY2WP
	
	USP9YP24
	ELOCP10
	TTTY13
	GPR179
	
	
	ELOCP34
	PPP1R12BP1
	TRIM39
	NLGN4Y
	NOP56P1
	OR2I1P
	HNRNPA1P2
	ZNF311
	YWHAEP7
	CISD3
	TAP1
	
	LHX1
	GTF2H4
	
	CCL3
	
	
	TTTY17B
	
	SLC25A15P1
	TTTY10
	
	SYNRG
	UBE2V1P3
	FAM8A4P
	PARP4P1
	CSNK2B
	BPY2B
	Y_RNA
	RN7SL274P
	U6
	Y_RNA
	Y_RNA
	U7
	
	
	GOLGA2P2Y
	Y_RNA
	ARSLP1
	PPT2
	TSPY2
	
	
	RBMY2EP
	TRIM60P8Y
	
	FAM197Y9
	TBL1YP1
	FAM197Y3
	MED13P1
	TSPY6P
	CYCSP46
	RNU6-303P
	PRRT1
	RNU2-57P
	RNA5SP518
	
	RN7SL702P
	RNA5SP520
	RNA5SP521
	
	RNU6-109P
	RNA5-8SP6
	RNU1-86P
	RNA5SP519
	RN7SL818P
	RNU6-184P
	RNU1-107P
	RN7SL725P
	RNU1-40P
	RNU6-1314P
	SNORA70
	RNU1-97P
	SNORA70
	OFD1P6Y
Hsfy2	HSFY2
	HLA-E
	INPP5D
	GPM6BP2
	USP9YP2
	ELOCP14
	PRYP6
	XKRYP2
	USP9YP10
	USP9YP28
	DDX39B-AS1
	RNU1-41P
	OFD1P7Y
	HCG17
	MTCYBP2
	ZNF839P1
	CD24P4
	MICC
	RNU6-255P
	
	HLA-DMA
	GAPDHP19
	CLUHP1
	TAF9P1
	
	CDY5P
	ELOCP36
	PRYP1
	ACTG1P2
	XKRY
	USP9YP23
	USP9YP27
	RNU1-128P
	TRAPPC2P3
	OFD1P1Y
	ELOCP6
	CDY6P
	USP9YP7
	USP9YP6
	CDY7P
	USP9YP34
	USP9YP32
	CDY8P
	ELOCP12
	OFD1P2Y
	TRAPPC2P8
	USP9YP15
	RNU1-95P
	USP9YP16
	XKRY2
	
	ACTG1P11
	PRYP2
	ELOCP26
	CDY9P
	TAF9P2
	CLUHP2
	RPL13AP
	MYL12BP3
	FAM224A
	SUMO2P1
	LINC02569
	
	RNA5SP522
	HLA-L
	RNA5SP523
	
	TUBB1P1
	
	ABHD16A
	FAM41AY2
	TAP2
	ELOCP13
	OFD1P4Y
	USP9YP14
	RNU1-48P
